mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_samples,param_max_features,param_bootstrap_features,param_bootstrap,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
25.350505709648132,0.10245168209075928,0.2397301197052002,0.001270294189453125,60,0.81,0.77,False,True,"{'n_estimators': 60, 'max_samples': 0.81, 'max_features': 0.77, 'bootstrap_features': False, 'bootstrap': True}",10.72011939254962,10.578410846003374,10.649265119276496,0.07085427327312299,2,5.026476710511109,5.066312459986407,5.046394585248758,0.019917874737648944
4.1018900871276855,0.08464431762695312,0.051500916481018066,0.0015009641647338867,10,0.64,0.72,True,True,"{'n_estimators': 10, 'max_samples': 0.64, 'max_features': 0.72, 'bootstrap_features': True, 'bootstrap': True}",16.135693721890014,16.04740015518211,16.091546938536062,0.044146783353951946,1,10.487660864108397,10.536224156784291,10.511942510446344,0.02428164633794694
